"Journal Data Filtered By:  Selected Categories: ONCOLOGY;MULTIDISCIPLINARY SCIENCES Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2025 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2025 JIF,JIF Quartile,2025 JCI,% of Citable OA
"Nature Human Behaviour","NAT HUM BEHAV","NATURE PORTFOLIO","2397-3374","2397-3374","MULTIDISCIPLINARY SCIENCES","SCIE","21,937","17.5","Q1","3.95","35.94"%,
"Journal of the National Comprehensive Cancer Network","J NATL COMPR CANC NE","HARBORSIDE PRESS","1540-1405","1540-1413","ONCOLOGY","SCIE","16,909","17.5","Q1","3.29","0.48"%,
"Experimental Hematology & Oncology","EXP HEMATOL ONCOL","BMC","N/A","2162-3619","ONCOLOGY","SCIE","5,424","17.5","Q1","2.25","100"%,
"Journal of Advanced Research","J ADV RES","ELSEVIER","2090-1232","2090-1224","MULTIDISCIPLINARY SCIENCES","SCIE","21,564","17.1","Q1","3.3","100"%,
"JACC: CardioOncology","JACC-CARDIOONCOL","ELSEVIER","2666-0873","2666-0873","ONCOLOGY","SCIE","4,039","15.5","Q1","2.73","100"%,
"Biomarker Research","BIOMARK RES","BMC","N/A","2050-7771","ONCOLOGY","SCIE","7,601","14.6","Q1","1.8","100"%,
"JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH","J EXP CLIN CANC RES","BMC","N/A","1756-9966","ONCOLOGY","SCIE","33,576","14.3","Q1","2.72","99.89"%,
"Science Advances","SCI ADV","AMER ASSOC ADVANCEMENT SCIENCE","N/A","2375-2548","MULTIDISCIPLINARY SCIENCES","SCIE","226,461","13.9","Q1","2.79","99.91"%,
"Blood Cancer Journal","BLOOD CANCER J","SPRINGERNATURE","2044-5385","2044-5385","ONCOLOGY","SCIE","10,205","13.8","Q1","2.22","100"%,
"NEURO-ONCOLOGY","NEURO-ONCOLOGY","OXFORD UNIV PRESS INC","1522-8517","1523-5866","ONCOLOGY","SCIE","27,081","13.1","Q1","2.79","39.62"%,
"Research","RESEARCH-CHINA","AMER ASSOC ADVANCEMENT SCIENCE","2096-5168","2639-5274","MULTIDISCIPLINARY SCIENCES","SCIE","12,839","12.9","Q1","2.01","100"%,
"CANCER AND METASTASIS REVIEWS","CANCER METAST REV","SPRINGER","0167-7659","1573-7233","ONCOLOGY","SCIE","9,156","12.7","Q1","1.3","52.11"%,
"Cancer Biology & Medicine","CANCER BIOL MED","CHINA ANTI-CANCER ASSOC","2095-3941","2095-3941","ONCOLOGY","SCIE","4,958","12.4","Q1","1.26","100"%,
"Blood Cancer Discovery","BLOOD CANCER DISCOV","AMER ASSOC CANCER RESEARCH","2643-3230","2643-3249","ONCOLOGY","ESCI","1,711","12.2","Q1","2.68","41.46"%,
"CANCER LETTERS","CANCER LETT","ELSEVIER IRELAND LTD","0304-3835","1872-7980","ONCOLOGY","SCIE","47,703","11.8","Q1","2.36","27.9"%,
"Journal for ImmunoTherapy of Cancer","J IMMUNOTHER CANCER","BMJ PUBLISHING GROUP","N/A","2051-1426","ONCOLOGY","SCIE","38,924","11.7","Q1","2.28","100"%,
"BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER","BBA-REV CANCER","ELSEVIER","0304-419X","1879-2561","ONCOLOGY","SCIE","13,936","11.2","Q1","1.31","26.85"%,
"Cancer Genetics","CANCER GENET-NY","ELSEVIER SCIENCE INC","2210-7762","2210-7770","ONCOLOGY","SCIE","2,235","11","Q1","1.4","18.23"%,
"CLINICAL CANCER RESEARCH","CLIN CANCER RES","AMER ASSOC CANCER RESEARCH","1078-0432","1557-3265","ONCOLOGY","SCIE","95,186","10.9","Q1","2.34","36.57"%,
"ESMO Open","ESMO OPEN","ELSEVIER","N/A","2059-7029","ONCOLOGY","SCIE","10,995","10.6","Q1","1.61","100"%,
"CANCER TREATMENT REVIEWS","CANCER TREAT REV","ELSEVIER SCI LTD","0305-7372","1532-1967","ONCOLOGY","SCIE","13,933","10.6","Q1","1.33","37.12"%,
"Liver Cancer","LIVER CANCER","KARGER","2235-1795","1664-5553","ONCOLOGY","SCIE","3,892","10.5","Q1","1.82","100"%,
"npj Precision Oncology","NPJ PRECIS ONCOL","NATURE PORTFOLIO","N/A","2397-768X","ONCOLOGY","SCIE","7,704","9.9","Q1","1.88","100"%,
"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","P NATL ACAD SCI USA","NATL ACAD SCIENCES","0027-8424","1091-6490","MULTIDISCIPLINARY SCIENCES","SCIE","766,549","9.5","Q1","2.15","73.79"%,
"ONCOGENE","ONCOGENE","SPRINGERNATURE","0950-9232","1476-5594","ONCOLOGY","SCIE","59,393","9.1","Q1","1.57","43.02"%,
"LEUKEMIA","LEUKEMIA","SPRINGERNATURE","0887-6924","1476-5551","ONCOLOGY","SCIE","31,482","8.8","Q1","2.09","65.87"%,
"European Urology Oncology","EUR UROL ONCOL","ELSEVIER","N/A","2588-9311","ONCOLOGY","SCIE","5,187","8.5","Q1","2.43","42.07"%,
"BIODRUGS","BIODRUGS","ADIS INT LTD","1173-8804","1179-190X","ONCOLOGY","SCIE","4,076","8.5","Q1","1.3","57.31"%,
"Molecular Therapy Oncology","MOL THER ONCOL","CELL PRESS","N/A","2950-3299","ONCOLOGY","SCIE","4,866","8.5","Q1","0.94","100"%,
"MedComm-Oncology","MEDCOMM-ONCOL","WILEY","2769-6448","2769-6448","ONCOLOGY","ESCI","571","8.5","Q1","0.89","100"%,
"npj Breast Cancer","NPJ BREAST CANCER","NATURE PORTFOLIO","N/A","2374-4677","ONCOLOGY","SCIE","5,678","8.4","Q1","1.61","100"%,
"Research Synthesis Methods","RES SYNTH METHODS","CAMBRIDGE UNIV PRESS","1759-2879","1759-2887","MULTIDISCIPLINARY SCIENCES","SCIE","10,861","8","Q1","1.83","88.73"%,
"Cancer Immunology Research","CANCER IMMUNOL RES","AMER ASSOC CANCER RESEARCH","2326-6066","2326-6074","ONCOLOGY","SCIE","13,610","7.9","Q1","1.85","32.68"%,
"EUROPEAN JOURNAL OF CANCER","EUR J CANCER","ELSEVIER SCI LTD","0959-8049","1879-0852","ONCOLOGY","SCIE","39,615","7.9","Q1","1.57","43.23"%,
"Clinical and Translational Medicine","CLIN TRANSL MED","WILEY","2001-1326","2001-1326","ONCOLOGY","SCIE","13,400","7.9","Q1","1.43","100"%,
"BRITISH JOURNAL OF CANCER","BRIT J CANCER","SPRINGERNATURE","0007-0920","1532-1827","ONCOLOGY","SCIE","51,047","7.8","Q1","1.43","57.64"%,
"JNCI-Journal of the National Cancer Institute","JNCI-J NATL CANCER I","OXFORD UNIV PRESS INC","0027-8874","1460-2105","ONCOLOGY","SCIE","33,971","7.7","Q1","1.52","35.29"%,
"Cancer Drug Resistance","CANCER DRUG RESIST","OAE PUBLISHING INC","N/A","2578-532X","ONCOLOGY","ESCI","2,677","7.6","Q1","0.9","98.8"%,
"INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS","INT J RADIAT ONCOL","ELSEVIER SCIENCE INC","0360-3016","1879-355X","ONCOLOGY","SCIE","42,989","7.4","Q1","1.52","18.11"%,
"GLOBAL CHALLENGES","GLOB CHALL","WILEY-V C H VERLAG GMBH","N/A","2056-6646","MULTIDISCIPLINARY SCIENCES","SCIE","3,488","7.4","Q1","0.86","99.62"%,
"INTERNATIONAL JOURNAL OF ONCOLOGY","INT J ONCOL","SPANDIDOS PUBL LTD","1019-6439","1791-2423","ONCOLOGY","SCIE","16,556","7.3","Q1","1.03","90.75"%,
"Scientific Data","SCI DATA","NATURE PORTFOLIO","N/A","2052-4463","MULTIDISCIPLINARY SCIENCES","SCIE","55,822","7.2","Q1","1.62","99.95"%,
"Radiology-Imaging Cancer","RADIOL-IMAG CANCER","RADIOLOGICAL SOC NORTH AMERICA (RSNA)","2638-616X","2638-616X","ONCOLOGY","ESCI","1,036","7.2","Q1","1.26","100"%,
"MIT Technology Review","MIT TECHNOL REV","TECHNOL REV","1099-274X","N/A","MULTIDISCIPLINARY SCIENCES","SCIE","1,198","7.2","Q1","0.02","0"%,
"Fundamental Research","FUND RES-CHINA","KEAI PUBLISHING LTD","2096-9457","2667-3258","MULTIDISCIPLINARY SCIENCES","ESCI","4,481","7","Q1","1.49","100"%,
"Cancer Cell International","CANCER CELL INT","BMC","N/A","1475-2867","ONCOLOGY","SCIE","18,851","7","Q1","1.16","100"%,
"PROSTATE CANCER AND PROSTATIC DISEASES","PROSTATE CANCER P D","SPRINGERNATURE","1365-7852","1476-5608","ONCOLOGY","SCIE","5,241","6.9","Q1","1.39","34.08"%,
"MOLECULAR CANCER THERAPEUTICS","MOL CANCER THER","AMER ASSOC CANCER RESEARCH","1535-7163","1538-8514","ONCOLOGY","SCIE","20,008","6.9","Q1","1.23","36.23"%,
"SEMINARS IN ONCOLOGY","SEMIN ONCOL","W B SAUNDERS CO-ELSEVIER INC","0093-7754","1532-8708","ONCOLOGY","SCIE","4,376","6.8","Q1","0.51","19.47"%,
"Chinese Journal of Cancer Research","CHINESE J CANCER RES","CHINESE JOURNAL CANCER RESEARCH CO","1000-9604","1993-0631","ONCOLOGY","SCIE","3,393","6.7","Q1","1.08","100"%,
"CANCER GENE THERAPY","CANCER GENE THER","SPRINGERNATURE","0929-1903","1476-5500","ONCOLOGY","SCIE","5,943","6.4","Q1","1.11","44.92"%,
"OncoImmunology","ONCOIMMUNOLOGY","TAYLOR & FRANCIS INC","2162-402X","2162-402X","ONCOLOGY","SCIE","15,185","6.2","Q1","1.39","100"%,
"BREAST CANCER RESEARCH","BREAST CANCER RES","BMC","1465-5411","1465-542X","ONCOLOGY","SCIE","13,359","6.2","Q1","1.26","100"%,
"CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY","CRIT REV ONCOL HEMAT","ELSEVIER SCIENCE INC","1040-8428","1879-0461","ONCOLOGY","SCIE","14,331","6.2","Q1","0.82","31.46"%,
"Gastric Cancer","GASTRIC CANCER","SPRINGER","1436-3291","1436-3305","ONCOLOGY","SCIE","8,378","6.1","Q1","1.38","43"%,
"Oncogenesis","ONCOGENESIS","SPRINGERNATURE","2157-9024","2157-9024","ONCOLOGY","SCIE","4,592","6","Q1","1.22","99.26"%,
"Cancer & Metabolism","CANCER METAB","BMC","N/A","2049-3002","ONCOLOGY","SCIE","1,980","5.9","Q1","1.07","100"%,
"Cancer Pathogenesis and Therapy","CANCER PATHOG THER","ELSEVIER","2097-2563","2949-7132","ONCOLOGY","ESCI","645","5.9","Q1","0.76","100"%,
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","ELSEVIER IRELAND LTD","0167-8140","1879-0887","ONCOLOGY","SCIE","25,418","5.8","Q1","1.35","38.06"%,
"CANCER IMMUNOLOGY IMMUNOTHERAPY","CANCER IMMUNOL IMMUN","SPRINGER","0340-7004","1432-0851","ONCOLOGY","SCIE","14,876","5.8","Q1","1.17","87.15"%,
"Cancer Nanotechnology","CANCER NANOTECHNOL","SPRINGER WIEN","1868-6958","1868-6966","ONCOLOGY","SCIE","1,698","5.8","Q1","0.89","100"%,
"MOLECULAR CANCER RESEARCH","MOL CANCER RES","AMER ASSOC CANCER RESEARCH","1541-7786","1557-3125","ONCOLOGY","SCIE","10,183","5.8","Q1","0.83","25.19"%,
"CURRENT TREATMENT OPTIONS IN ONCOLOGY","CURR TREAT OPTION ON","SPRINGER","1527-2729","1534-6277","ONCOLOGY","SCIE","4,351","5.8","Q1","0.65","32.45"%,
"CANCER BIOLOGY & THERAPY","CANCER BIOL THER","TAYLOR & FRANCIS INC","1538-4047","1555-8576","ONCOLOGY","SCIE","7,506","5.7","Q1","1.18","100"%,
"Clinical Epigenetics","CLIN EPIGENETICS","BMC","1868-7075","1868-7083","ONCOLOGY","SCIE","10,152","5.7","Q1","1.12","100"%,
"CANCER","CANCER-AM CANCER SOC","WILEY","0008-543X","1097-0142","ONCOLOGY","SCIE","61,762","5.6","Q1","1.13","40.3"%,
"CELLULAR ONCOLOGY","CELL ONCOL","SPRINGER","2211-3428","2211-3436","ONCOLOGY","SCIE","4,465","5.6","Q1","1.12","51.69"%,
"JCO Oncology Practice","JCO ONCOL PRACT","LIPPINCOTT WILLIAMS & WILKINS","2688-1527","2688-1535","ONCOLOGY","SCIE","5,546","5.5","Q1","0.9","15.58"%,
"Annual Review of Cancer Biology","ANNU REV CANCER BIOL","ANNUAL REVIEWS","2472-3428","2472-3428","ONCOLOGY","SCIE","1,108","5.5","Q1","0.69","100"%,
"JOURNAL OF PATHOLOGY","J PATHOL","WILEY","0022-3417","1096-9896","ONCOLOGY","SCIE","16,590","5.4","Q1","1.6","65.99"%,
"INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER","INT J GYNECOL CANCER","ELSEVIER","1048-891X","1525-1438","ONCOLOGY","SCIE","12,237","5.4","Q1","1.54","17.64"%,
"LUNG CANCER","LUNG CANCER","ELSEVIER IRELAND LTD","0169-5002","1872-8332","ONCOLOGY","SCIE","15,636","5.3","Q1","1.15","30.75"%,
"BREAST","BREAST","CHURCHILL LIVINGSTONE","0960-9776","1532-3080","ONCOLOGY","SCIE","9,315","5.2","Q1","2.08","100"%,
"Current Oncology Reports","CURR ONCOL REP","SPRINGER","1523-3790","1534-6269","ONCOLOGY","SCIE","6,344","5.2","Q1","0.65","34.32"%,
"BONE MARROW TRANSPLANTATION","BONE MARROW TRANSPL","SPRINGERNATURE","0268-3369","1476-5365","ONCOLOGY","SCIE","14,738","5.1","Q1","1.08","36.08"%,
"Journal of Gastric Cancer","J GASTRIC CANCER","KOREAN GASTRIC CANCER ASSOC","2093-582X","2093-5641","ONCOLOGY","SCIE","1,347","5.1","Q1","0.92","96.3"%,
"Targeted Oncology","TARGET ONCOL","SPRINGER","1776-2596","1776-260X","ONCOLOGY","SCIE","2,877","5.1","Q1","0.83","50.46"%,
"GigaScience","GIGASCIENCE","OXFORD UNIV PRESS","2047-217X","2047-217X","MULTIDISCIPLINARY SCIENCES","SCIE","13,837","5","Q1","1.27","98.93"%,
"Journal of Liquid Biopsy","J LIQ BIOPSY","ELSEVIER","N/A","2950-1954","ONCOLOGY","ESCI","429","5","Q2","0.91","100"%,
"Molecular Medicine Reports","MOL MED REP","SPANDIDOS PUBL LTD","1791-2997","1791-3004","ONCOLOGY","SCIE","27,831","5","Q2","0.86","93.42"%,
"Journal of Environmental Science and Health Part C-Toxicology and Carcinogenesis","J ENV SCI HEAL C-TOX","TAYLOR & FRANCIS INC","2689-6583","2689-6591","ONCOLOGY","SCIE","317","5","Q2","0.62","0"%,
"Scientific Reports","SCI REP-UK","NATURE PORTFOLIO","2045-2322","2045-2322","MULTIDISCIPLINARY SCIENCES","SCIE","1,061,414","4.9","Q1","1.13","99.94"%,
"INTERNATIONAL JOURNAL OF CANCER","INT J CANCER","WILEY","0020-7136","1097-0215","ONCOLOGY","SCIE","47,944","4.9","Q2","1.06","55.54"%,
"Translational Oncology","TRANSL ONCOL","ELSEVIER SCIENCE INC","1936-5233","1936-5233","ONCOLOGY","SCIE","10,053","4.9","Q2","0.98","100"%,
"CANCER SCIENCE","CANCER SCI","WILEY","1347-9032","1349-7006","ONCOLOGY","SCIE","21,312","4.9","Q2","0.97","100"%,
"NPJ Microgravity","NPJ MICROGRAVITY","NATURE PORTFOLIO","N/A","2373-8065","MULTIDISCIPLINARY SCIENCES","SCIE","2,500","4.9","Q1","0.97","100"%,
"PNAS Nexus","PNAS NEXUS","OXFORD UNIV PRESS","N/A","2752-6542","MULTIDISCIPLINARY SCIENCES","ESCI","6,584","4.8","Q1","2.02","99.57"%,
"NEOPLASIA","NEOPLASIA","ELSEVIER SCIENCE INC","1476-5586","1476-5586","ONCOLOGY","SCIE","8,557","4.8","Q2","1.41","100"%,
"CANCER IMAGING","CANCER IMAGING","BMC","1740-5025","1470-7330","ONCOLOGY","SCIE","4,225","4.8","Q2","1.1","100"%,
"JNCI Cancer Spectrum","JNCI CANCER SPECT","OXFORD UNIV PRESS","N/A","2515-5091","ONCOLOGY","ESCI","2,957","4.8","Q2","0.82","100"%,
"Cancers","CANCERS","MDPI","N/A","2072-6694","ONCOLOGY","SCIE","153,316","4.8","Q2","0.8","99.97"%,
"STEM CELLS","STEM CELLS","OXFORD UNIV PRESS","1066-5099","1549-4918","ONCOLOGY","SCIE","14,007","4.8","Q2","0.77","31.65"%,
"JCO Precision Oncology","JCO PRECIS ONCOL","LIPPINCOTT WILLIAMS & WILKINS","N/A","2473-4284","ONCOLOGY","SCIE","6,919","4.7","Q2","1.08","38.04"%,
"ONCOLOGIST","ONCOLOGIST","OXFORD UNIV PRESS","1083-7159","1549-490X","ONCOLOGY","SCIE","19,919","4.7","Q2","0.89","99.8"%,
"ONCOLOGY REPORTS","ONCOL REP","SPANDIDOS PUBL LTD","1021-335X","1791-2431","ONCOLOGY","SCIE","18,981","4.7","Q2","0.82","84.52"%,
"MEDICAL ONCOLOGY","MED ONCOL","HUMANA PRESS INC","1357-0560","1559-131X","ONCOLOGY","SCIE","9,172","4.7","Q2","0.7","14.25"%,
"ONCOLOGY RESEARCH","ONCOL RES","TECH SCIENCE PRESS","0965-0407","1555-3906","ONCOLOGY","SCIE","3,103","4.6","Q2","1.06","57.05"%,
"Neuro-Oncology Advances","NEURO-ONCOL ADV","OXFORD UNIV PRESS","N/A","2632-2498","ONCOLOGY","ESCI","4,099","4.6","Q2","0.98","100"%,
"NAR Cancer","NAR CANCER","OXFORD UNIV PRESS","2632-8674","2632-8674","ONCOLOGY","ESCI","1,159","4.6","Q2","0.81","100"%,
"Gynecologic Oncology","GYNECOL ONCOL","ACADEMIC PRESS INC ELSEVIER SCIENCE","0090-8258","1095-6859","ONCOLOGY","SCIE","25,853","4.5","Q2","1.29","21.01"%,
"ANNALS OF THE NEW YORK ACADEMY OF SCIENCES","ANN NY ACAD SCI","WILEY","0077-8923","1749-6632","MULTIDISCIPLINARY SCIENCES","SCIE","45,077","4.5","Q1","1.04","54.47"%,
"Molecular Oncology","MOL ONCOL","WILEY","1574-7891","1878-0261","ONCOLOGY","SCIE","11,118","4.5","Q2","0.96","100"%,
"iScience","ISCIENCE","CELL PRESS","N/A","2589-0042","MULTIDISCIPLINARY SCIENCES","SCIE","57,379","4.5","Q1","0.92","99.9"%,
"ENDOCRINE-RELATED CANCER","ENDOCR-RELAT CANCER","BIOSCIENTIFICA LTD","1351-0088","1479-6821","ONCOLOGY","SCIE","6,905","4.4","Q2","0.87","23.78"%,
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","W B SAUNDERS CO-ELSEVIER INC","1053-4296","1532-9461","ONCOLOGY","SCIE","2,861","4.3","Q2","0.99","21.13"%,
"Journal of Gynecologic Oncology","J GYNECOL ONCOL","KOREAN SOC GYNECOLOGY ONCOLOGY & COLPOSCOPY","2005-0380","2005-0399","ONCOLOGY","SCIE","3,047","4.2","Q2","1.28","100"%,
"Cancer Research and Treatment","CANCER RES TREAT","KOREAN CANCER ASSOCIATION","1598-2998","2005-9256","ONCOLOGY","SCIE","4,998","4.2","Q2","0.94","99.43"%,
"Advances in Cancer Biology-Metastasis","ADV CANCER BIOL-MET","ELSEVIER","N/A","2667-3940","ONCOLOGY","ESCI","436","4.2","Q2","0.79","100"%,
"Machine Learning-Science and Technology","MACH LEARN-SCI TECHN","IOP Publishing Ltd","N/A","2632-2153","MULTIDISCIPLINARY SCIENCES","SCIE","4,910","4.2","Q1","0.79","100"%,
"Forecasting","FORECASTING-BASEL","MDPI","N/A","2571-9394","MULTIDISCIPLINARY SCIENCES","ESCI","809","4.2","Q1","0.7","100"%,
"BMC CANCER","BMC CANCER","BMC","N/A","1471-2407","ONCOLOGY","SCIE","54,566","4.1","Q2","0.84","99.96"%,
"Therapeutic Advances in Medical Oncology","THER ADV MED ONCOL","SAGE PUBLICATIONS LTD","1758-8340","1758-8359","ONCOLOGY","SCIE","5,800","4.1","Q2","0.71","99.85"%,
"HEMATOLOGICAL ONCOLOGY","HEMATOL ONCOL","WILEY","0278-0232","1099-1069","ONCOLOGY","SCIE","2,674","4.1","Q2","0.57","49"%,
"Clinical Lymphoma Myeloma & Leukemia","CL LYMPH MYELOM LEUK","CIG MEDIA GROUP, LP","2152-2650","2152-2669","ONCOLOGY","SCIE","4,812","4.1","Q2","0.56","23.66"%,
"Cancer Innovation","CANCER INNOV","WILEY","2770-9191","2770-9183","ONCOLOGY","ESCI","526","4.1","Q2","0.53","100"%,
"Natural Sciences","NAT SCI-GER","WILEY-V C H VERLAG GMBH","2698-6248","2698-6248","MULTIDISCIPLINARY SCIENCES","ESCI","521","4.1","Q1","0.5","100"%,
"Sci","SCI-BASEL","MDPI","N/A","2413-4155","MULTIDISCIPLINARY SCIENCES","ESCI","957","4.1","Q1","0.5","100"%,
"ORAL ONCOLOGY","ORAL ONCOL","ELSEVIER","1368-8375","1879-0593","ONCOLOGY","SCIE","14,171","4","Q2","1.06","30.23"%,
"Cancer Research Communications","CANCER RES COMMUN","AMER ASSOC CANCER RESEARCH","N/A","2767-9764","ONCOLOGY","ESCI","2,676","4","Q2","0.84","100"%,
"Oncology Reviews","ONCOL REV","FRONTIERS MEDIA SA","1970-5565","1970-5557","ONCOLOGY","ESCI","887","4","Q2","0.54","100"%,
"Current Hematologic Malignancy Reports","CURR HEMATOL MALIG R","CURRENT MEDICINE GROUP","1558-8211","1558-822X","ONCOLOGY","SCIE","1,261","4","Q2","0.47","24.69"%,
"Practical Radiation Oncology","PRACT RADIAT ONCOL","ELSEVIER SCIENCE INC","1879-8500","1879-8500","ONCOLOGY","SCIE","3,748","3.9","Q2","1.04","7.65"%,
"PSYCHO-ONCOLOGY","PSYCHO-ONCOLOGY","WILEY","1057-9249","1099-1611","ONCOLOGY","SCIE","15,913","3.9","Q2","0.99","52.73"%,
"Clinical Lung Cancer","CLIN LUNG CANCER","CIG MEDIA GROUP, LP","1525-7304","1938-0690","ONCOLOGY","SCIE","5,151","3.9","Q2","0.76","12.17"%,
"Journal of Hepatocellular Carcinoma","J HEPATOCELL CARCINO","DOVE MEDICAL PRESS LTD","N/A","2253-5969","ONCOLOGY","SCIE","2,884","3.9","Q2","0.76","99.65"%,
"Translational Breast Cancer Research","TRANSL BREAST CANCER","AME PUBLISHING COMPANY","N/A","2218-6778","ONCOLOGY","ESCI","334","3.9","Q2","0.5","79.07"%,
"ANNALS OF SURGICAL ONCOLOGY","ANN SURG ONCOL","SPRINGER","1068-9265","1534-4681","ONCOLOGY","SCIE","36,204","3.8","Q2","1.23","25.86"%,
