"Journal Data Filtered By:  Selected Categories: ENGINEERING, BIOMEDICAL;MEDICAL LABORATORY TECHNOLOGY;RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING;MEDICAL INFORMATICS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2025 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2025 JIF,JIF Quartile,2025 JCI,% of Citable OA
"Annual Review of Biomedical Engineering","ANNU REV BIOMED ENG","ANNUAL REVIEWS","1523-9829","1545-4274","ENGINEERING, BIOMEDICAL","SCIE","5,920","11.5","Q1","1.09","100"%,
"Diagnostic and Interventional Imaging","DIAGN INTERV IMAG","ELSEVIER MASSON, CORP OFF","2211-5684","2211-5684","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","4,238","11.1","Q1","2.32","28.29"%,
"Materials Today Bio","MATER TODAY BIO","ELSEVIER","2590-0064","2590-0064","ENGINEERING, BIOMEDICAL","SCIE","18,290","11","Q1","1.83","99.95"%,
"Advanced Healthcare Materials","ADV HEALTHC MATER","WILEY-V C H VERLAG GMBH","2192-2640","2192-2659","ENGINEERING, BIOMEDICAL","SCIE","58,168","11","Q1","1.39","27.11"%,
"Acta Biomaterialia","ACTA BIOMATER","ELSEVIER SCI LTD","1742-7061","1878-7568","ENGINEERING, BIOMEDICAL","SCIE","71,730","10.4","Q1","1.68","28.75"%,
"Biomaterials Research","BIOMATER RES","AMER ASSOC ADVANCEMENT SCIENCE","1226-4601","2055-7124","ENGINEERING, BIOMEDICAL","SCIE","6,095","9.8","Q1","1.26","100"%,
"JOURNAL OF NUCLEAR MEDICINE","J NUCL MED","SOC NUCLEAR MEDICINE INC","0161-5505","1535-5667","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","32,569","9.6","Q1","2.81","25.63"%,
"CLINICAL NUCLEAR MEDICINE","CLIN NUCL MED","LIPPINCOTT WILLIAMS & WILKINS","0363-9762","1536-0229","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","7,067","9.6","Q1","1.17","14.1"%,
"Circulation-Cardiovascular Imaging","CIRC-CARDIOVASC IMAG","LIPPINCOTT WILLIAMS & WILKINS","1941-9651","1942-0080","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","8,392","9.1","Q1","1.98","21.57"%,
"BME Frontiers","BME FRONT","AMER ASSOC ADVANCEMENT SCIENCE","N/A","2765-8031","ENGINEERING, BIOMEDICAL","ESCI","841","9.1","Q1","1.04","100"%,
"JOURNAL OF MEDICAL SYSTEMS","J MED SYST","SPRINGER","0148-5598","1573-689X","MEDICAL INFORMATICS","SCIE","8,300","8.8","Q1","1.69","42.54"%,
"Progress in Biomedical Engineering","PROG BIOMED ENG","IOP Publishing Ltd","N/A","2516-1091","ENGINEERING, BIOMEDICAL","ESCI","906","8.5","Q1","0.71","70.83"%,
"CLINICAL CHEMISTRY","CLIN CHEM","OXFORD UNIV PRESS INC","0009-9147","1530-8561","MEDICAL LABORATORY TECHNOLOGY","SCIE","22,922","8.3","Q1","2.43","32.5"%,
"JOURNAL OF MEDICAL INTERNET RESEARCH","J MED INTERNET RES","JMIR PUBLICATIONS, INC","1439-4456","1438-8871","MEDICAL INFORMATICS","SCIE","66,779","8.2","Q1","1.59","98.36"%,
"Biofabrication","BIOFABRICATION","IOP Publishing Ltd","1758-5082","1758-5090","ENGINEERING, BIOMEDICAL","SCIE","10,551","8.2","Q1","1.41","65.15"%,
"INVESTIGATIVE RADIOLOGY","INVEST RADIOL","LIPPINCOTT WILLIAMS & WILKINS","0020-9996","1536-0210","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","7,265","7.9","Q1","2.35","36.14"%,
"Bio-Design and Manufacturing","BIO-DES MANUF","SPRINGER HEIDELBERG","2096-5524","2522-8552","ENGINEERING, BIOMEDICAL","SCIE","2,245","7.9","Q1","1.17","24.67"%,
"Artificial Intelligence in Medicine","ARTIF INTELL MED","ELSEVIER","0933-3657","1873-2860","ENGINEERING, BIOMEDICAL","SCIE","9,654","7.8","Q1","1.28","31.47"%,
"Artificial Intelligence in Medicine","ARTIF INTELL MED","ELSEVIER","0933-3657","1873-2860","MEDICAL INFORMATICS","SCIE","9,654","7.8","Q1","1.28","31.47"%,
"Intelligent Medicine","INTEL MED","ELSEVIER","2667-1026","2667-1026","MEDICAL INFORMATICS","ESCI","732","7.8","Q1","0.95","100"%,
"IEEE Journal of Biomedical and Health Informatics","IEEE J BIOMED HEALTH","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2168-2194","2168-2208","MEDICAL INFORMATICS","SCIE","27,151","7.7","Q1","1.77","6.35"%,
"PLOS Digital Health","PLOS DIGIT HEALTH","PUBLIC LIBRARY SCIENCE","N/A","2767-3170","MEDICAL INFORMATICS","ESCI","4,455","7.7","Q1","1.72","99.72"%,
"EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING","EUR J NUCL MED MOL I","SPRINGER","1619-7070","1619-7089","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","25,181","7.6","Q1","2.14","47.15"%,
"AMERICAN JOURNAL OF ROENTGENOLOGY","AM J ROENTGENOL","AMER ROENTGEN RAY SOC","0361-803X","1546-3141","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","31,027","7.4","Q1","1.83","2.33"%,
"INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS","INT J RADIAT ONCOL","ELSEVIER SCIENCE INC","0360-3016","1879-355X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","42,989","7.4","Q1","1.52","18.11"%,
"Psychoradiology","PSYCHORADIOLOGY","OXFORD UNIV PRESS","N/A","2634-4416","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","582","7.4","Q1","1.04","100"%,
"Radiology-Imaging Cancer","RADIOL-IMAG CANCER","RADIOLOGICAL SOC NORTH AMERICA (RSNA)","2638-616X","2638-616X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,036","7.2","Q1","1.26","100"%,
"JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION","J AM MED INFORM ASSN","OXFORD UNIV PRESS","1067-5027","1527-974X","MEDICAL INFORMATICS","SCIE","18,887","7.1","Q1","1.48","38.63"%,
"npj Regenerative Medicine","NPJ REGEN MED","NATURE PORTFOLIO","N/A","2057-3995","ENGINEERING, BIOMEDICAL","SCIE","3,206","7","Q1","1.37","100"%,
"Photoacoustics","PHOTOACOUSTICS","ELSEVIER GMBH","2213-5979","2213-5979","ENGINEERING, BIOMEDICAL","SCIE","4,068","6.9","Q1","1.9","100"%,
"Photoacoustics","PHOTOACOUSTICS","ELSEVIER GMBH","2213-5979","2213-5979","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","4,068","6.9","Q1","1.9","100"%,
"Bioelectronic Medicine","BIOELECTRON MED-US","SPRINGERNATURE","N/A","2332-8886","ENGINEERING, BIOMEDICAL","ESCI","703","6.8","Q1","1.06","100"%,
"Chemical & Biomedical Imaging","CHEM BIOMED IMAGING","AMER CHEMICAL SOC","2832-3637","2832-3637","ENGINEERING, BIOMEDICAL","ESCI","1,221","6.7","Q1","1","100"%,
"IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING","IEEE T NEUR SYS REH","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1534-4320","1558-0210","ENGINEERING, BIOMEDICAL","SCIE","20,154","6.6","Q1","2.02","100"%,
"SEMINARS IN NUCLEAR MEDICINE","SEMIN NUCL MED","W B SAUNDERS CO-ELSEVIER INC","0001-2998","1558-4623","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","4,102","6.6","Q1","1.36","37.5"%,
"Computer Methods and Programs in Biomedicine","COMPUT METH PROG BIO","ELSEVIER IRELAND LTD","0169-2607","1872-7565","ENGINEERING, BIOMEDICAL","SCIE","24,674","6.4","Q1","1.09","34.12"%,
"Computer Methods and Programs in Biomedicine","COMPUT METH PROG BIO","ELSEVIER IRELAND LTD","0169-2607","1872-7565","MEDICAL INFORMATICS","SCIE","24,674","6.4","Q1","1.09","34.12"%,
"JMIR mHealth and uHealth","JMIR MHEALTH UHEALTH","JMIR PUBLICATIONS, INC","2291-5222","2291-5222","MEDICAL INFORMATICS","SCIE","16,615","6.3","Q1","1.31","98.67"%,
"Organogenesis","ORGANOGENESIS","TAYLOR & FRANCIS INC","1547-6278","1555-8592","ENGINEERING, BIOMEDICAL","SCIE","1,061","6.3","Q1","0.68","100"%,
"RADIOGRAPHICS","RADIOGRAPHICS","RADIOLOGICAL SOC NORTH AMERICA (RSNA)","0271-5333","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","15,527","6.2","Q1","1.59","4.72"%,
"CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES","CRIT REV CL LAB SCI","TAYLOR & FRANCIS LTD","1040-8363","1549-781X","MEDICAL LABORATORY TECHNOLOGY","SCIE","3,605","6.2","Q1","1.1","18.1"%,
"Bioengineering & Translational Medicine","BIOENG TRANSL MED","WILEY","N/A","2380-6761","ENGINEERING, BIOMEDICAL","SCIE","5,075","6.2","Q1","1.09","100"%,
"BMJ Health & Care Informatics","BMJ HEALTH CARE INFO","BMJ PUBLISHING GROUP","N/A","2632-1009","MEDICAL INFORMATICS","ESCI","1,626","6.2","Q1","1.09","100"%,
"Translational Research","TRANSL RES","ELSEVIER SCIENCE INC","1931-5244","1878-1810","MEDICAL LABORATORY TECHNOLOGY","SCIE","7,610","6.1","Q1","1.85","14.64"%,
"European Heart Journal-Cardiovascular Imaging","EUR HEART J-CARD IMG","OXFORD UNIV PRESS","2047-2404","2047-2412","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","12,031","6.1","Q1","1.63","34.96"%,
"KOREAN JOURNAL OF RADIOLOGY","KOREAN J RADIOL","KOREAN SOCIETY OF RADIOLOGY","1229-6929","2005-8330","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","6,309","6.1","Q1","1.31","99.62"%,
"JMIR AI","JMIR AI","JMIR PUBLICATIONS, INC","N/A","2817-1705","MEDICAL INFORMATICS","ESCI","789","6.1","Q1","1.26","100"%,
"PHARMACEUTICAL BIOLOGY","PHARM BIOL","TAYLOR & FRANCIS LTD","1388-0209","1744-5116","MEDICAL LABORATORY TECHNOLOGY","SCIE","10,407","6","Q1","1.7","100"%,
"EUROPEAN RADIOLOGY","EUR RADIOL","SPRINGER","0938-7994","1432-1084","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","42,314","6","Q1","1.55","40.04"%,
"Journal of NeuroEngineering and Rehabilitation","J NEUROENG REHABIL","BMC","N/A","1743-0003","ENGINEERING, BIOMEDICAL","SCIE","12,887","6","Q1","1.54","100"%,
"CLINICAL ORAL IMPLANTS RESEARCH","CLIN ORAL IMPLAN RES","WILEY","0905-7161","1600-0501","ENGINEERING, BIOMEDICAL","SCIE","16,256","5.9","Q1","1.41","53.03"%,
"JOURNAL OF BIOMEDICAL INFORMATICS","J BIOMED INFORM","ACADEMIC PRESS INC ELSEVIER SCIENCE","1532-0464","1532-0480","MEDICAL INFORMATICS","SCIE","21,675","5.9","Q2","1","33.8"%,
"Journal of Functional Biomaterials","J FUNCT BIOMATER","MDPI","N/A","2079-4983","ENGINEERING, BIOMEDICAL","SCIE","10,974","5.9","Q1","0.78","100"%,
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","ELSEVIER IRELAND LTD","0167-8140","1879-0887","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","25,418","5.8","Q1","1.35","38.06"%,
"Frontiers in Bioengineering and Biotechnology","FRONT BIOENG BIOTECH","FRONTIERS MEDIA SA","2296-4185","2296-4185","ENGINEERING, BIOMEDICAL","SCIE","56,245","5.8","Q1","0.82","99.97"%,
"Biomedical Signal Processing and Control","BIOMED SIGNAL PROCES","ELSEVIER SCI LTD","1746-8094","1746-8108","ENGINEERING, BIOMEDICAL","SCIE","33,849","5.7","Q2","1.06","14.32"%,
"Insights into Imaging","INSIGHTS IMAGING","SPRINGER WIEN","1869-4101","1869-4101","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","9,354","5.6","Q1","1.47","100"%,
"Artificial Cells Nanomedicine and Biotechnology","ARTIF CELL NANOMED B","TAYLOR & FRANCIS LTD","2169-1401","2169-141X","ENGINEERING, BIOMEDICAL","SCIE","7,718","5.6","Q2","0.87","99.25"%,
"COMPUTERIZED MEDICAL IMAGING AND GRAPHICS","COMPUT MED IMAG GRAP","PERGAMON-ELSEVIER SCIENCE LTD","0895-6111","1879-0771","ENGINEERING, BIOMEDICAL","SCIE","5,970","5.5","Q2","1.38","23.62"%,
"COMPUTERIZED MEDICAL IMAGING AND GRAPHICS","COMPUT MED IMAG GRAP","PERGAMON-ELSEVIER SCIENCE LTD","0895-6111","1879-0771","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","5,970","5.5","Q1","1.38","23.62"%,
"BMC Medical Informatics and Decision Making","BMC MED INFORM DECIS","BMC","N/A","1472-6947","MEDICAL INFORMATICS","SCIE","15,980","5.5","Q2","0.99","100"%,
"Journal of Cardiovascular Computed Tomography","J CARDIOVASC COMPUT","ELSEVIER SCIENCE INC","1934-5925","1934-5925","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","3,777","5.4","Q1","1.35","27.72"%,
"ULTRASOUND IN OBSTETRICS & GYNECOLOGY","ULTRASOUND OBST GYN","WILEY","0960-7692","1469-0705","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","18,500","5.3","Q1","1.75","41.89"%,
"Radiologia Medica","RADIOL MED","SPRINGER-VERLAG ITALIA SRL","0033-8362","1826-6983","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","5,412","5.3","Q1","1.51","45.45"%,
"NEUROIMAGE","NEUROIMAGE","ACADEMIC PRESS INC ELSEVIER SCIENCE","1053-8119","1095-9572","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","122,818","5.3","Q1","1.41","100"%,
"Journal of the American College of Radiology","J AM COLL RADIOL","ELSEVIER SCIENCE INC","1546-1440","1558-349X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","8,348","5.3","Q1","1.35","4.66"%,
"Frontiers in Digital Health","FRONT DIGIT HEALTH","FRONTIERS MEDIA SA","N/A","2673-253X","MEDICAL INFORMATICS","ESCI","5,534","5.2","Q2","1.02","100"%,
"ANNALS OF BIOMEDICAL ENGINEERING","ANN BIOMED ENG","SPRINGER","0090-6964","1573-9686","ENGINEERING, BIOMEDICAL","SCIE","14,492","5.2","Q2","0.6","36.52"%,
"JOURNAL OF DIGITAL IMAGING","J DIGIT IMAGING","SPRINGER","0897-1889","1618-727X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","5,681","5.1","Q1","1.19","31.13"%,
"IEEE Transactions on Biomedical Circuits and Systems","IEEE T BIOMED CIRC S","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1932-4545","1940-9990","ENGINEERING, BIOMEDICAL","SCIE","6,393","5.1","Q2","0.97","6.06"%,
"Tissue Engineering and Regenerative Medicine","TISSUE ENG REGEN MED","KOREAN TISSUE ENGINEERING REGENERATIVE MEDICINE SOC","1738-2696","2212-5469","ENGINEERING, BIOMEDICAL","SCIE","3,073","5.1","Q2","0.79","20.32"%,
"JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","J CARDIOVASC MAGN R","ELSEVIER SCIENCE INC","1097-6647","1532-429X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","7,481","5","Q1","1.38","100"%,
"INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS","INT J MED INFORM","ELSEVIER IRELAND LTD","1386-5056","1872-8243","MEDICAL INFORMATICS","SCIE","12,781","5","Q2","0.98","47.63"%,
"Mayo Clinic Proceedings: Digital Health","MAYO CLIN P DIGIT H","ELSEVIER","N/A","2949-7612","MEDICAL INFORMATICS","ESCI","745","5","Q2","0.88","99.43"%,
"JMIR Medical Informatics","JMIR MED INF","JMIR PUBLICATIONS, INC","N/A","2291-9694","MEDICAL INFORMATICS","SCIE","6,085","5","Q2","0.85","98.95"%,
"International Journal of Bioprinting","INT J BIOPRINTING","Accscience Publishing","2424-7723","2424-8002","ENGINEERING, BIOMEDICAL","SCIE","3,565","5","Q2","0.83","98.24"%,
"Biocybernetics and Biomedical Engineering","BIOCYBERN BIOMED ENG","ELSEVIER","0208-5216","0208-5216","ENGINEERING, BIOMEDICAL","SCIE","3,362","4.9","Q2","1.07","41.52"%,
"APL Bioengineering","APL BIOENG","AIP Publishing","2473-2877","2473-2877","ENGINEERING, BIOMEDICAL","SCIE","2,453","4.9","Q2","0.74","100"%,
"ULTRASONICS","ULTRASONICS","ELSEVIER","0041-624X","1874-9968","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","12,396","4.8","Q1","1.34","21.08"%,
"CANCER IMAGING","CANCER IMAGING","BMC","1740-5025","1470-7330","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","4,225","4.8","Q1","1.1","100"%,
"Advanced NanoBiomed Research","ADV NANOBIOMED RES","WILEY-V C H VERLAG GMBH","2699-9307","2699-9307","ENGINEERING, BIOMEDICAL","ESCI","2,002","4.8","Q2","0.53","100"%,
"ACADEMIC RADIOLOGY","ACAD RADIOL","ELSEVIER SCIENCE INC","1076-6332","1878-4046","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","12,494","4.7","Q1","1.39","13.57"%,
"European Radiology Experimental","EUR RADIOL EXP","SPRINGER WIEN","N/A","2509-9280","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","2,348","4.7","Q1","1.28","100"%,
"Zeitschrift fur Medizinische Physik","Z MED PHYS","ELSEVIER","0939-3889","1876-4436","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,340","4.7","Q1","1.27","100"%,
"JMIR Serious Games","JMIR SERIOUS GAMES","JMIR PUBLICATIONS, INC","2291-9279","2291-9279","MEDICAL INFORMATICS","SCIE","3,631","4.7","Q2","1.16","98.38"%,
"JAMIA Open","JAMIA OPEN","OXFORD UNIV PRESS","N/A","2574-2531","MEDICAL INFORMATICS","ESCI","2,643","4.7","Q2","0.98","99.53"%,
"JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE","J MATER SCI-MATER M","SPRINGER","0957-4530","1573-4838","ENGINEERING, BIOMEDICAL","SCIE","10,633","4.7","Q2","0.76","100"%,
"JMIR Aging","JMIR AGING","JMIR PUBLICATIONS, INC","N/A","2561-7605","MEDICAL INFORMATICS","SCIE","2,444","4.6","Q2","1.17","98.22"%,
"Journal of Healthcare Informatics Research","J HEALTHC INFORM RES","SPRINGERNATURE","2509-4971","2509-498X","MEDICAL INFORMATICS","ESCI","919","4.6","Q2","1.1","54.81"%,
"Japanese Journal of Radiology","JPN J RADIOL","SPRINGER","1867-1071","1867-108X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","4,055","4.6","Q1","1.09","65.47"%,
"Biomedical Engineering Online","BIOMED ENG ONLINE","BMC","N/A","1475-925X","ENGINEERING, BIOMEDICAL","SCIE","6,311","4.6","Q2","0.63","100"%,
"Frontiers in Medical Technology","FRONT MED TECHNOL","FRONTIERS MEDIA SA","N/A","2673-3129","ENGINEERING, BIOMEDICAL","ESCI","1,509","4.6","Q2","0.57","100"%,
"Radiology-Cardiothoracic Imaging","RADIOL-CARDIOTHORAC","RADIOLOGICAL SOC NORTH AMERICA (RSNA)","2638-6135","2638-6135","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,571","4.5","Q1","1.13","9.48"%,
"Medicine in Novel Technology and Devices","MED NOV TECHNOL DEV","ELSEVIER","N/A","2590-0935","ENGINEERING, BIOMEDICAL","ESCI","1,030","4.5","Q2","0.65","100"%,
"Annals of Laboratory Medicine","ANN LAB MED","KOREAN SOC LABORATORY MEDICINE","2234-3806","2234-3814","MEDICAL LABORATORY TECHNOLOGY","SCIE","2,501","4.4","Q1","1.61","98.9"%,
"CLINICAL CHEMISTRY AND LABORATORY MEDICINE","CLIN CHEM LAB MED","WALTER DE GRUYTER GMBH","1434-6621","1437-4331","MEDICAL LABORATORY TECHNOLOGY","SCIE","12,111","4.4","Q1","1.55","32.49"%,
"Health Information Science and Systems","HEALTH INF SCI SYST","SPRINGER","2047-2501","2047-2501","MEDICAL INFORMATICS","SCIE","1,463","4.4","Q2","0.95","22.49"%,
"IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING","IEEE T BIO-MED ENG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9294","1558-2531","ENGINEERING, BIOMEDICAL","SCIE","28,916","4.4","Q2","0.95","14.13"%,
"Bioengineering-Basel","BIOENGINEERING-BASEL","MDPI","N/A","2306-5354","ENGINEERING, BIOMEDICAL","SCIE","20,716","4.4","Q2","0.72","99.9"%,
"BIOMEDICAL MICRODEVICES","BIOMED MICRODEVICES","SPRINGER","1387-2176","1572-8781","ENGINEERING, BIOMEDICAL","SCIE","3,487","4.4","Q2","0.53","33.57"%,
"JOURNAL OF MAGNETIC RESONANCE IMAGING","J MAGN RESON IMAGING","WILEY","1053-1807","1522-2586","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","21,057","4.3","Q1","1.1","35.81"%,
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","W B SAUNDERS CO-ELSEVIER INC","1053-4296","1532-9461","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,861","4.3","Q1","0.99","21.13"%,
"IEEE Transactions on Medical Robotics and Bionics","IEEE T MED ROBOT BIO","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","N/A","2576-3202","ENGINEERING, BIOMEDICAL","ESCI","2,457","4.3","Q2","0.79","9.61"%,
"Tissue Engineering Part B-Reviews","TISSUE ENG PART B-RE","SAGE PUBLICATIONS INC","1937-3368","1937-3376","ENGINEERING, BIOMEDICAL","SCIE","5,087","4.3","Q2","0.43","6.59"%,
"CLINICA CHIMICA ACTA","CLIN CHIM ACTA","ELSEVIER","0009-8981","1873-3492","MEDICAL LABORATORY TECHNOLOGY","SCIE","22,473","4.1","Q1","1.42","21.31"%,
